"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2018","France","BZ","Total","Total","Total positive decisions","Person","0",""
"2018","France","BZ","Males","Total","Total positive decisions","Person","0",""
"2018","France","BZ","Females","Total","Total positive decisions","Person","0",""
"2018","France","CR","Total","Total","Total positive decisions","Person","5",""
"2018","France","CR","Males","Total","Total positive decisions","Person","0",""
"2018","France","CR","Females","Total","Total positive decisions","Person","0",""
"2018","France","SV","Total","Total","Total positive decisions","Person","25",""
"2018","France","SV","Males","Total","Total positive decisions","Person","10",""
"2018","France","SV","Females","Total","Total positive decisions","Person","10",""
"2018","France","GT","Total","Total","Total positive decisions","Person","0",""
"2018","France","GT","Males","Total","Total positive decisions","Person","0",""
"2018","France","GT","Females","Total","Total positive decisions","Person","0",""
"2018","France","HN","Total","Total","Total positive decisions","Person","5",""
"2018","France","HN","Males","Total","Total positive decisions","Person","5",""
"2018","France","HN","Females","Total","Total positive decisions","Person","0",""
"2018","France","MX","Total","Total","Total positive decisions","Person","0",""
"2018","France","MX","Males","Total","Total positive decisions","Person","0",""
"2018","France","MX","Females","Total","Total positive decisions","Person","0",""
"2018","France","NI","Total","Total","Total positive decisions","Person","5",""
"2018","France","NI","Males","Total","Total positive decisions","Person","5",""
"2018","France","NI","Females","Total","Total positive decisions","Person","0",""
"2018","France","PA","Total","Total","Total positive decisions","Person","0",""
"2018","France","PA","Males","Total","Total positive decisions","Person","0",""
"2018","France","PA","Females","Total","Total positive decisions","Person","0",""
"2018","France","AR","Total","Total","Total positive decisions","Person","0",""
"2018","France","AR","Males","Total","Total positive decisions","Person","0",""
"2018","France","AR","Females","Total","Total positive decisions","Person","0",""
"2018","France","BO","Total","Total","Total positive decisions","Person","0",""
"2018","France","BO","Males","Total","Total positive decisions","Person","0",""
"2018","France","BO","Females","Total","Total positive decisions","Person","0",""
"2018","France","BR","Total","Total","Total positive decisions","Person","5",""
"2018","France","BR","Males","Total","Total positive decisions","Person","5",""
"2018","France","BR","Females","Total","Total positive decisions","Person","0",""
"2018","France","CL","Total","Total","Total positive decisions","Person","5",""
"2018","France","CL","Males","Total","Total positive decisions","Person","0",""
"2018","France","CL","Females","Total","Total positive decisions","Person","0",""
"2018","France","CO","Total","Total","Total positive decisions","Person","80",""
"2018","France","CO","Males","Total","Total positive decisions","Person","40",""
"2018","France","CO","Females","Total","Total positive decisions","Person","40",""
"2018","France","EC","Total","Total","Total positive decisions","Person","0",""
"2018","France","EC","Males","Total","Total positive decisions","Person","0",""
"2018","France","EC","Females","Total","Total positive decisions","Person","0",""
"2018","France","GY","Total","Total","Total positive decisions","Person","5",""
"2018","France","GY","Males","Total","Total positive decisions","Person","0",""
"2018","France","GY","Females","Total","Total positive decisions","Person","5",""
"2018","France","PY","Total","Total","Total positive decisions","Person","0",""
"2018","France","PY","Males","Total","Total positive decisions","Person","0",""
"2018","France","PY","Females","Total","Total positive decisions","Person","0",""
"2018","France","PE","Total","Total","Total positive decisions","Person","30",""
"2018","France","PE","Males","Total","Total positive decisions","Person","15",""
"2018","France","PE","Females","Total","Total positive decisions","Person","15",""
"2018","France","SR","Total","Total","Total positive decisions","Person","0",""
"2018","France","SR","Males","Total","Total positive decisions","Person","0",""
"2018","France","SR","Females","Total","Total positive decisions","Person","0",""
"2018","France","UY","Total","Total","Total positive decisions","Person","0",""
"2018","France","UY","Males","Total","Total positive decisions","Person","0",""
"2018","France","UY","Females","Total","Total positive decisions","Person","0",""
"2018","France","VE","Total","Total","Total positive decisions","Person","200",""
"2018","France","VE","Males","Total","Total positive decisions","Person","95",""
"2018","France","VE","Females","Total","Total positive decisions","Person","105",""
"2018","France","KZ","Total","Total","Total positive decisions","Person","65",""
"2018","France","KZ","Males","Total","Total positive decisions","Person","30",""
"2018","France","KZ","Females","Total","Total positive decisions","Person","35",""
"2018","France","KG","Total","Total","Total positive decisions","Person","10",""
"2018","France","KG","Males","Total","Total positive decisions","Person","5",""
"2018","France","KG","Females","Total","Total positive decisions","Person","5",""
"2018","France","TJ","Total","Total","Total positive decisions","Person","0",""
"2018","France","TJ","Males","Total","Total positive decisions","Person","0",""
"2018","France","TJ","Females","Total","Total positive decisions","Person","0",""
"2018","France","TM","Total","Total","Total positive decisions","Person","0",""
"2018","France","TM","Males","Total","Total positive decisions","Person","0",""
"2018","France","TM","Females","Total","Total positive decisions","Person","0",""
"2018","France","UZ","Total","Total","Total positive decisions","Person","5",""
"2018","France","UZ","Males","Total","Total positive decisions","Person","5",""
"2018","France","UZ","Females","Total","Total positive decisions","Person","0",""
"2018","France","CN","Total","Total","Total positive decisions","Person","1,530",""
"2018","France","CN","Males","Total","Total positive decisions","Person","890",""
"2018","France","CN","Females","Total","Total positive decisions","Person","640",""
"2018","France","JP","Total","Total","Total positive decisions","Person","0",""
"2018","France","JP","Males","Total","Total positive decisions","Person","0",""
"2018","France","JP","Females","Total","Total positive decisions","Person","0",""
"2018","France","MN","Total","Total","Total positive decisions","Person","50",""
"2018","France","MN","Males","Total","Total positive decisions","Person","25",""
"2018","France","MN","Females","Total","Total positive decisions","Person","25",""
"2018","France","KP","Total","Total","Total positive decisions","Person","5",""
"2018","France","KP","Males","Total","Total positive decisions","Person","5",""
"2018","France","KP","Females","Total","Total positive decisions","Person","0",""
"2018","France","KR","Total","Total","Total positive decisions","Person","0",""
"2018","France","KR","Males","Total","Total positive decisions","Person","0",""
"2018","France","KR","Females","Total","Total positive decisions","Person","0",""
"2018","France","TW","Total","Total","Total positive decisions","Person","0",""
"2018","France","TW","Males","Total","Total positive decisions","Person","0",""
"2018","France","TW","Females","Total","Total positive decisions","Person","0",""
"2018","France","AF","Total","Total","Total positive decisions","Person","5,595",""
"2018","France","AF","Males","Total","Total positive decisions","Person","4,985",""
"2018","France","AF","Females","Total","Total positive decisions","Person","610",""
"2018","France","BD","Total","Total","Total positive decisions","Person","415",""
"2018","France","BD","Males","Total","Total positive decisions","Person","290",""
"2018","France","BD","Females","Total","Total positive decisions","Person","125",""
"2018","France","BT","Total","Total","Total positive decisions","Person","15",""
"2018","France","BT","Males","Total","Total positive decisions","Person","10",""
"2018","France","BT","Females","Total","Total positive decisions","Person","5",""
"2018","France","IN","Total","Total","Total positive decisions","Person","15",""
"2018","France","IN","Males","Total","Total positive decisions","Person","5",""
"2018","France","IN","Females","Total","Total positive decisions","Person","10",""
"2018","France","IR","Total","Total","Total positive decisions","Person","175",""
"2018","France","IR","Males","Total","Total positive decisions","Person","95",""
"2018","France","IR","Females","Total","Total positive decisions","Person","80",""
"2018","France","MV","Total","Total","Total positive decisions","Person","5",""
"2018","France","MV","Males","Total","Total positive decisions","Person","5",""
"2018","France","MV","Females","Total","Total positive decisions","Person","0",""
"2018","France","NP","Total","Total","Total positive decisions","Person","15",""
"2018","France","NP","Males","Total","Total positive decisions","Person","10",""
"2018","France","NP","Females","Total","Total positive decisions","Person","5",""
"2018","France","PK","Total","Total","Total positive decisions","Person","160",""
"2018","France","PK","Males","Total","Total positive decisions","Person","110",""
"2018","France","PK","Females","Total","Total positive decisions","Person","50",""
"2018","France","LK","Total","Total","Total positive decisions","Person","885",""
"2018","France","LK","Males","Total","Total positive decisions","Person","460",""
"2018","France","LK","Females","Total","Total positive decisions","Person","425",""
"2018","France","BN","Total","Total","Total positive decisions","Person","0",""
"2018","France","BN","Males","Total","Total positive decisions","Person","0",""
"2018","France","BN","Females","Total","Total positive decisions","Person","0",""
"2018","France","KH","Total","Total","Total positive decisions","Person","10",""
"2018","France","KH","Males","Total","Total positive decisions","Person","10",""
"2018","France","KH","Females","Total","Total positive decisions","Person","0",""
"2018","France","ID","Total","Total","Total positive decisions","Person","0",""
"2018","France","ID","Males","Total","Total positive decisions","Person","0",""
"2018","France","ID","Females","Total","Total positive decisions","Person","0",""
"2018","France","LA","Total","Total","Total positive decisions","Person","0",""
"2018","France","LA","Males","Total","Total positive decisions","Person","0",""
"2018","France","LA","Females","Total","Total positive decisions","Person","0",""
"2018","France","MY","Total","Total","Total positive decisions","Person","0",""
"2018","France","MY","Males","Total","Total positive decisions","Person","0",""
"2018","France","MY","Females","Total","Total positive decisions","Person","0",""
"2018","France","MM","Total","Total","Total positive decisions","Person","10",""
"2018","France","MM","Males","Total","Total positive decisions","Person","5",""
"2018","France","MM","Females","Total","Total positive decisions","Person","5",""
"2018","France","PH","Total","Total","Total positive decisions","Person","0",""
"2018","France","PH","Males","Total","Total positive decisions","Person","0",""
"2018","France","PH","Females","Total","Total positive decisions","Person","0",""
"2018","France","SG","Total","Total","Total positive decisions","Person","0",""
"2018","France","SG","Males","Total","Total positive decisions","Person","0",""
"2018","France","SG","Females","Total","Total positive decisions","Person","0",""
"2018","France","TH","Total","Total","Total positive decisions","Person","0",""
"2018","France","TH","Males","Total","Total positive decisions","Person","0",""
"2018","France","TH","Females","Total","Total positive decisions","Person","0",""
"2018","France","TL","Total","Total","Total positive decisions","Person","0",""
"2018","France","TL","Males","Total","Total positive decisions","Person","0",""
"2018","France","TL","Females","Total","Total positive decisions","Person","0",""
"2018","France","VN","Total","Total","Total positive decisions","Person","10",""
"2018","France","VN","Males","Total","Total positive decisions","Person","5",""
"2018","France","VN","Females","Total","Total positive decisions","Person","5",""
"2018","France","AM","Total","Total","Total positive decisions","Person","250",""
"2018","France","AM","Males","Total","Total positive decisions","Person","125",""
"2018","France","AM","Females","Total","Total positive decisions","Person","125",""
"2018","France","AZ","Total","Total","Total positive decisions","Person","135",""
"2018","France","AZ","Males","Total","Total positive decisions","Person","65",""
"2018","France","AZ","Females","Total","Total positive decisions","Person","70",""
"2018","France","BH","Total","Total","Total positive decisions","Person","5",""
"2018","France","BH","Males","Total","Total positive decisions","Person","5",""
"2018","France","BH","Females","Total","Total positive decisions","Person","0",""
"2018","France","GE","Total","Total","Total positive decisions","Person","290",""
"2018","France","GE","Males","Total","Total positive decisions","Person","130",""
"2018","France","GE","Females","Total","Total positive decisions","Person","155",""
"2018","France","IQ","Total","Total","Total positive decisions","Person","1,420",""
"2018","France","IQ","Males","Total","Total positive decisions","Person","725",""
"2018","France","IQ","Females","Total","Total positive decisions","Person","695",""
"2018","France","IL","Total","Total","Total positive decisions","Person","0",""
"2018","France","IL","Males","Total","Total positive decisions","Person","0",""
"2018","France","IL","Females","Total","Total positive decisions","Person","0",""
"2018","France","JO","Total","Total","Total positive decisions","Person","5",""
"2018","France","JO","Males","Total","Total positive decisions","Person","5",""
"2018","France","JO","Females","Total","Total positive decisions","Person","0",""
"2018","France","KW","Total","Total","Total positive decisions","Person","80",""
"2018","France","KW","Males","Total","Total positive decisions","Person","40",""
"2018","France","KW","Females","Total","Total positive decisions","Person","40",""
"2018","France","LB","Total","Total","Total positive decisions","Person","10",""
"2018","France","LB","Males","Total","Total positive decisions","Person","5",""
"2018","France","LB","Females","Total","Total positive decisions","Person","5",""
"2018","France","PS","Total","Total","Total positive decisions","Person","190",""
"2018","France","PS","Males","Total","Total positive decisions","Person","110",""
"2018","France","PS","Females","Total","Total positive decisions","Person","80",""
"2018","France","OM","Total","Total","Total positive decisions","Person","0",""
"2018","France","OM","Males","Total","Total positive decisions","Person","0",""
"2018","France","OM","Females","Total","Total positive decisions","Person","0",""
"2018","France","QA","Total","Total","Total positive decisions","Person","0",""
"2018","France","QA","Males","Total","Total positive decisions","Person","0",""
"2018","France","QA","Females","Total","Total positive decisions","Person","0",""
"2018","France","SA","Total","Total","Total positive decisions","Person","0",""
"2018","France","SA","Males","Total","Total positive decisions","Person","0",""
"2018","France","SA","Females","Total","Total positive decisions","Person","0",""
"2018","France","SY","Total","Total","Total positive decisions","Person","2,820",""
"2018","France","SY","Males","Total","Total positive decisions","Person","1,435",""
"2018","France","SY","Females","Total","Total positive decisions","Person","1,380",""
"2018","France","AE","Total","Total","Total positive decisions","Person","0",""
"2018","France","AE","Males","Total","Total positive decisions","Person","0",""
"2018","France","AE","Females","Total","Total positive decisions","Person","0",""
"2018","France","YE","Total","Total","Total positive decisions","Person","160",""
"2018","France","YE","Males","Total","Total positive decisions","Person","100",""
"2018","France","YE","Females","Total","Total positive decisions","Person","65",""
"2018","France","AU","Total","Total","Total positive decisions","Person","0",""
"2018","France","AU","Males","Total","Total positive decisions","Person","0",""
"2018","France","AU","Females","Total","Total positive decisions","Person","0",""
"2018","France","NZ","Total","Total","Total positive decisions","Person","0",""
"2018","France","NZ","Males","Total","Total positive decisions","Person","0",""
"2018","France","NZ","Females","Total","Total positive decisions","Person","0",""
"2018","France","FJ","Total","Total","Total positive decisions","Person","0",""
"2018","France","FJ","Males","Total","Total positive decisions","Person","0",""
"2018","France","FJ","Females","Total","Total positive decisions","Person","0",""
"2018","France","PG","Total","Total","Total positive decisions","Person","0",""
"2018","France","PG","Males","Total","Total positive decisions","Person","0",""
"2018","France","PG","Females","Total","Total positive decisions","Person","0",""
"2018","France","SB","Total","Total","Total positive decisions","Person","0",""
"2018","France","SB","Males","Total","Total positive decisions","Person","0",""
"2018","France","SB","Females","Total","Total positive decisions","Person","0",""
"2018","France","VU","Total","Total","Total positive decisions","Person","0",""
"2018","France","VU","Males","Total","Total positive decisions","Person","0",""
"2018","France","VU","Females","Total","Total positive decisions","Person","0",""
"2018","France","KI","Total","Total","Total positive decisions","Person","0",""
"2018","France","KI","Males","Total","Total positive decisions","Person","0",""
"2018","France","KI","Females","Total","Total positive decisions","Person","0",""
"2018","France","MH","Total","Total","Total positive decisions","Person","0",""
"2018","France","MH","Males","Total","Total positive decisions","Person","0",""
"2018","France","MH","Females","Total","Total positive decisions","Person","0",""
"2018","France","FM","Total","Total","Total positive decisions","Person","0",""
"2018","France","FM","Males","Total","Total positive decisions","Person","0",""
"2018","France","FM","Females","Total","Total positive decisions","Person","0",""
"2018","France","NR","Total","Total","Total positive decisions","Person","0",""
"2018","France","NR","Males","Total","Total positive decisions","Person","0",""
"2018","France","NR","Females","Total","Total positive decisions","Person","0",""
"2018","France","PW","Total","Total","Total positive decisions","Person","0",""
"2018","France","PW","Males","Total","Total positive decisions","Person","0",""
"2018","France","PW","Females","Total","Total positive decisions","Person","0",""
"2018","France","CK","Total","Total","Total positive decisions","Person","0",""
"2018","France","CK","Males","Total","Total positive decisions","Person","0",""
"2018","France","CK","Females","Total","Total positive decisions","Person","0",""
"2018","France","WS","Total","Total","Total positive decisions","Person","0",""
"2018","France","WS","Males","Total","Total positive decisions","Person","0",""
"2018","France","WS","Females","Total","Total positive decisions","Person","0",""
"2018","France","TO","Total","Total","Total positive decisions","Person","0",""
"2018","France","TO","Males","Total","Total positive decisions","Person","0",""
"2018","France","TO","Females","Total","Total positive decisions","Person","0",""
"2018","France","TV","Total","Total","Total positive decisions","Person","0",""
"2018","France","TV","Males","Total","Total positive decisions","Person","0",""
"2018","France","TV","Females","Total","Total positive decisions","Person","0",""
"2018","France","TOTAL","Total","Total","Total positive decisions","Person","32,725",""
"2018","France","TOTAL","Males","Total","Total positive decisions","Person","19,945",""
"2018","France","TOTAL","Females","Total","Total positive decisions","Person","12,780",""
"2019","France","AO","Total","Total","Total positive decisions","Person","230",""
"2019","France","AO","Males","Total","Total positive decisions","Person","105",""
"2019","France","AO","Females","Total","Total positive decisions","Person","130",""
"2019","France","CM","Total","Total","Total positive decisions","Person","175",""
"2019","France","CM","Males","Total","Total positive decisions","Person","90",""
"2019","France","CM","Females","Total","Total positive decisions","Person","85",""
"2019","France","CF","Total","Total","Total positive decisions","Person","310",""
"2019","France","CF","Males","Total","Total positive decisions","Person","140",""
"2019","France","CF","Females","Total","Total positive decisions","Person","170",""
"2019","France","TD","Total","Total","Total positive decisions","Person","185",""
"2019","France","TD","Males","Total","Total positive decisions","Person","105",""
"2019","France","TD","Females","Total","Total positive decisions","Person","80",""
"2019","France","CG","Total","Total","Total positive decisions","Person","180",""
"2019","France","CG","Males","Total","Total positive decisions","Person","80",""
"2019","France","CG","Females","Total","Total positive decisions","Person","100",""
"2019","France","CD","Total","Total","Total positive decisions","Person","1,405",""
"2019","France","CD","Males","Total","Total positive decisions","Person","700",""
"2019","France","CD","Females","Total","Total positive decisions","Person","705",""
"2019","France","GQ","Total","Total","Total positive decisions","Person","5",""
"2019","France","GQ","Males","Total","Total positive decisions","Person","5",""
"2019","France","GQ","Females","Total","Total positive decisions","Person","5",""
"2019","France","GA","Total","Total","Total positive decisions","Person","55",""
"2019","France","GA","Males","Total","Total positive decisions","Person","25",""
"2019","France","GA","Females","Total","Total positive decisions","Person","30",""
"2019","France","ST","Total","Total","Total positive decisions","Person","0",""
"2019","France","ST","Males","Total","Total positive decisions","Person","0",""
"2019","France","ST","Females","Total","Total positive decisions","Person","0",""
"2019","France","BI","Total","Total","Total positive decisions","Person","350",""
"2019","France","BI","Males","Total","Total positive decisions","Person","200",""
"2019","France","BI","Females","Total","Total positive decisions","Person","150",""
"2019","France","KM","Total","Total","Total positive decisions","Person","75",""
"2019","France","KM","Males","Total","Total positive decisions","Person","45",""
"2019","France","KM","Females","Total","Total positive decisions","Person","30",""
"2019","France","DJ","Total","Total","Total positive decisions","Person","15",""
"2019","France","DJ","Males","Total","Total positive decisions","Person","5",""
"2019","France","DJ","Females","Total","Total positive decisions","Person","10",""
"2019","France","ER","Total","Total","Total positive decisions","Person","1,055",""
"2019","France","ER","Males","Total","Total positive decisions","Person","720",""
"2019","France","ER","Females","Total","Total positive decisions","Person","335",""
"2019","France","ET","Total","Total","Total positive decisions","Person","205",""
"2019","France","ET","Males","Total","Total positive decisions","Person","110",""
"2019","France","ET","Females","Total","Total positive decisions","Person","95",""
"2019","France","KE","Total","Total","Total positive decisions","Person","10",""
"2019","France","KE","Males","Total","Total positive decisions","Person","5",""
"2019","France","KE","Females","Total","Total positive decisions","Person","5",""
"2019","France","MG","Total","Total","Total positive decisions","Person","10",""
"2019","France","MG","Males","Total","Total positive decisions","Person","5",""
"2019","France","MG","Females","Total","Total positive decisions","Person","5",""
"2019","France","MW","Total","Total","Total positive decisions","Person","0",""
"2019","France","MW","Males","Total","Total positive decisions","Person","0",""
"2019","France","MW","Females","Total","Total positive decisions","Person","0",""
"2019","France","MU","Total","Total","Total positive decisions","Person","0",""
"2019","France","MU","Males","Total","Total positive decisions","Person","0",""
"2019","France","MU","Females","Total","Total positive decisions","Person","0",""
"2019","France","MZ","Total","Total","Total positive decisions","Person","0",""
"2019","France","MZ","Males","Total","Total positive decisions","Person","0",""
"2019","France","MZ","Females","Total","Total positive decisions","Person","0",""
"2019","France","RW","Total","Total","Total positive decisions","Person","195",""
"2019","France","RW","Males","Total","Total positive decisions","Person","105",""
"2019","France","RW","Females","Total","Total positive decisions","Person","90",""
"2019","France","SC","Total","Total","Total positive decisions","Person","0",""
"2019","France","SC","Males","Total","Total positive decisions","Person","0",""
"2019","France","SC","Females","Total","Total positive decisions","Person","0",""
"2019","France","SO","Total","Total","Total positive decisions","Person","615",""
"2019","France","SO","Males","Total","Total positive decisions","Person","395",""
"2019","France","SO","Females","Total","Total positive decisions","Person","220",""
"2019","France","UG","Total","Total","Total positive decisions","Person","20",""
"2019","France","UG","Males","Total","Total positive decisions","Person","15",""
"2019","France","UG","Females","Total","Total positive decisions","Person","5",""
"2019","France","TZ","Total","Total","Total positive decisions","Person","0",""
"2019","France","TZ","Males","Total","Total positive decisions","Person","0",""
"2019","France","TZ","Females","Total","Total positive decisions","Person","0",""
"2019","France","ZM","Total","Total","Total positive decisions","Person","0",""
"2019","France","ZM","Males","Total","Total positive decisions","Person","0",""
"2019","France","ZM","Females","Total","Total positive decisions","Person","0",""
"2019","France","ZW","Total","Total","Total positive decisions","Person","5",""
"2019","France","ZW","Males","Total","Total positive decisions","Person","0",""
"2019","France","ZW","Females","Total","Total positive decisions","Person","0",""
"2019","France","DZ","Total","Total","Total positive decisions","Person","315",""
"2019","France","DZ","Males","Total","Total positive decisions","Person","160",""
"2019","France","DZ","Females","Total","Total positive decisions","Person","150",""
"2019","France","EG","Total","Total","Total positive decisions","Person","80",""
"2019","France","EG","Males","Total","Total positive decisions","Person","50",""
"2019","France","EG","Females","Total","Total positive decisions","Person","30",""
"2019","France","LY","Total","Total","Total positive decisions","Person","335",""
"2019","France","LY","Males","Total","Total positive decisions","Person","215",""
"2019","France","LY","Females","Total","Total positive decisions","Person","120",""
"2019","France","MA","Total","Total","Total positive decisions","Person","120",""
"2019","France","MA","Males","Total","Total positive decisions","Person","85",""
"2019","France","MA","Females","Total","Total positive decisions","Person","35",""
"2019","France","SS","Total","Total","Total positive decisions","Person","25",""
"2019","France","SS","Males","Total","Total positive decisions","Person","20",""
"2019","France","SS","Females","Total","Total positive decisions","Person","0",""
"2019","France","SD","Total","Total","Total positive decisions","Person","2,270",""
"2019","France","SD","Males","Total","Total positive decisions","Person","1,965",""
"2019","France","SD","Females","Total","Total positive decisions","Person","305",""
"2019","France","TN","Total","Total","Total positive decisions","Person","45",""
"2019","France","TN","Males","Total","Total positive decisions","Person","20",""
"2019","France","TN","Females","Total","Total positive decisions","Person","25",""
"2019","France","EH","Total","Total","Total positive decisions","Person","60",""
"2019","France","EH","Males","Total","Total positive decisions","Person","35",""
"2019","France","EH","Females","Total","Total positive decisions","Person","20",""
"2019","France","BW","Total","Total","Total positive decisions","Person","0",""
"2019","France","BW","Males","Total","Total positive decisions","Person","0",""
"2019","France","BW","Females","Total","Total positive decisions","Person","0",""
"2019","France","LS","Total","Total","Total positive decisions","Person","0",""
"2019","France","LS","Males","Total","Total positive decisions","Person","0",""
"2019","France","LS","Females","Total","Total positive decisions","Person","0",""
"2019","France","NA","Total","Total","Total positive decisions","Person","0",""
"2019","France","NA","Males","Total","Total positive decisions","Person","0",""
"2019","France","NA","Females","Total","Total positive decisions","Person","0",""
"2019","France","ZA","Total","Total","Total positive decisions","Person","10",""
"2019","France","ZA","Males","Total","Total positive decisions","Person","0",""
"2019","France","ZA","Females","Total","Total positive decisions","Person","10",""
"2019","France","SZ","Total","Total","Total positive decisions","Person","0",""
"2019","France","SZ","Males","Total","Total positive decisions","Person","0",""
"2019","France","SZ","Females","Total","Total positive decisions","Person","0",""
"2019","France","BJ","Total","Total","Total positive decisions","Person","30",""
"2019","France","BJ","Males","Total","Total positive decisions","Person","15",""
"2019","France","BJ","Females","Total","Total positive decisions","Person","15",""
"2019","France","BF","Total","Total","Total positive decisions","Person","30",""
"2019","France","BF","Males","Total","Total positive decisions","Person","10",""
"2019","France","BF","Females","Total","Total positive decisions","Person","20",""
"2019","France","CV","Total","Total","Total positive decisions","Person","0",""
"2019","France","CV","Males","Total","Total positive decisions","Person","0",""
"2019","France","CV","Females","Total","Total positive decisions","Person","0",""
"2019","France","CI","Total","Total","Total positive decisions","Person","975",""
"2019","France","CI","Males","Total","Total positive decisions","Person","310",""
"2019","France","CI","Females","Total","Total positive decisions","Person","665",""
"2019","France","GM","Total","Total","Total positive decisions","Person","35",""
"2019","France","GM","Males","Total","Total positive decisions","Person","15",""
"2019","France","GM","Females","Total","Total positive decisions","Person","20",""
"2019","France","GH","Total","Total","Total positive decisions","Person","5",""
"2019","France","GH","Males","Total","Total positive decisions","Person","5",""
"2019","France","GH","Females","Total","Total positive decisions","Person","0",""
"2019","France","GN","Total","Total","Total positive decisions","Person","1,335",""
"2019","France","GN","Males","Total","Total positive decisions","Person","565",""
"2019","France","GN","Females","Total","Total positive decisions","Person","770",""
"2019","France","GW","Total","Total","Total positive decisions","Person","15",""
"2019","France","GW","Males","Total","Total positive decisions","Person","5",""
"2019","France","GW","Females","Total","Total positive decisions","Person","5",""
"2019","France","LR","Total","Total","Total positive decisions","Person","10",""
"2019","France","LR","Males","Total","Total positive decisions","Person","5",""
"2019","France","LR","Females","Total","Total positive decisions","Person","0",""
"2019","France","ML","Total","Total","Total positive decisions","Person","355",""
"2019","France","ML","Males","Total","Total positive decisions","Person","90",""
"2019","France","ML","Females","Total","Total positive decisions","Person","260",""
"2019","France","MR","Total","Total","Total positive decisions","Person","190",""
"2019","France","MR","Males","Total","Total positive decisions","Person","100",""
"2019","France","MR","Females","Total","Total positive decisions","Person","90",""
"2019","France","NE","Total","Total","Total positive decisions","Person","15",""
"2019","France","NE","Males","Total","Total positive decisions","Person","10",""
"2019","France","NE","Females","Total","Total positive decisions","Person","5",""
"2019","France","NG","Total","Total","Total positive decisions","Person","250",""
"2019","France","NG","Males","Total","Total positive decisions","Person","110",""
"2019","France","NG","Females","Total","Total positive decisions","Person","140",""
"2019","France","SN","Total","Total","Total positive decisions","Person","180",""
"2019","France","SN","Males","Total","Total positive decisions","Person","80",""
"2019","France","SN","Females","Total","Total positive decisions","Person","100",""
"2019","France","SL","Total","Total","Total positive decisions","Person","55",""
"2019","France","SL","Males","Total","Total positive decisions","Person","25",""
"2019","France","SL","Females","Total","Total positive decisions","Person","25",""
"2019","France","TG","Total","Total","Total positive decisions","Person","25",""
"2019","France","TG","Males","Total","Total positive decisions","Person","10",""
"2019","France","TG","Females","Total","Total positive decisions","Person","15",""
"2019","France","CA","Total","Total","Total positive decisions","Person","0",""
"2019","France","CA","Males","Total","Total positive decisions","Person","0",""
"2019","France","CA","Females","Total","Total positive decisions","Person","0",""
"2019","France","US","Total","Total","Total positive decisions","Person","0",""
"2019","France","US","Males","Total","Total positive decisions","Person","0",""
"2019","France","US","Females","Total","Total positive decisions","Person","0",""
"2019","France","AG","Total","Total","Total positive decisions","Person","0",""
"2019","France","AG","Males","Total","Total positive decisions","Person","0",""
"2019","France","AG","Females","Total","Total positive decisions","Person","0",""
"2019","France","BS","Total","Total","Total positive decisions","Person","0",""
"2019","France","BS","Males","Total","Total positive decisions","Person","0",""
"2019","France","BS","Females","Total","Total positive decisions","Person","0",""
"2019","France","BB","Total","Total","Total positive decisions","Person","0",""
"2019","France","BB","Males","Total","Total positive decisions","Person","0",""
"2019","France","BB","Females","Total","Total positive decisions","Person","0",""
"2019","France","CU","Total","Total","Total positive decisions","Person","15",""
"2019","France","CU","Males","Total","Total positive decisions","Person","10",""
"2019","France","CU","Females","Total","Total positive decisions","Person","0",""
"2019","France","DM","Total","Total","Total positive decisions","Person","0",""
"2019","France","DM","Males","Total","Total positive decisions","Person","0",""
"2019","France","DM","Females","Total","Total positive decisions","Person","0",""
"2019","France","DO","Total","Total","Total positive decisions","Person","30",""
"2019","France","DO","Males","Total","Total positive decisions","Person","15",""
"2019","France","DO","Females","Total","Total positive decisions","Person","15",""
"2019","France","GD","Total","Total","Total positive decisions","Person","0",""
"2019","France","GD","Males","Total","Total positive decisions","Person","0",""
"2019","France","GD","Females","Total","Total positive decisions","Person","0",""
"2019","France","HT","Total","Total","Total positive decisions","Person","345",""
"2019","France","HT","Males","Total","Total positive decisions","Person","195",""
"2019","France","HT","Females","Total","Total positive decisions","Person","150",""
"2019","France","JM","Total","Total","Total positive decisions","Person","5",""
"2019","France","JM","Males","Total","Total positive decisions","Person","5",""
"2019","France","JM","Females","Total","Total positive decisions","Person","0",""
"2019","France","KN","Total","Total","Total positive decisions","Person","0",""
"2019","France","KN","Males","Total","Total positive decisions","Person","0",""
"2019","France","KN","Females","Total","Total positive decisions","Person","0",""
"2019","France","LC","Total","Total","Total positive decisions","Person","0",""
"2019","France","LC","Males","Total","Total positive decisions","Person","0",""
"2019","France","LC","Females","Total","Total positive decisions","Person","0",""
"2019","France","VC","Total","Total","Total positive decisions","Person","0",""
"2019","France","VC","Males","Total","Total positive decisions","Person","0",""
"2019","France","VC","Females","Total","Total positive decisions","Person","0",""
"2019","France","TT","Total","Total","Total positive decisions","Person","0",""
"2019","France","TT","Males","Total","Total positive decisions","Person","0",""
"2019","France","TT","Females","Total","Total positive decisions","Person","0",""
"2019","France","BZ","Total","Total","Total positive decisions","Person","0",""
"2019","France","BZ","Males","Total","Total positive decisions","Person","0",""
